round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy
0,0.2116703987121582,0.6953628659248352,0.495,0.4813031616112983,0.5267696730147323,0.06316463805253048,0.03346615846615841,0.052957567999172395,0.41290322158011333,0.42283298097251587
1,0.1983346939086914,0.6957677943365914,0.51,0.5015766453056658,0.5266530501604353,0.04340166559897496,0.0021945021945022347,0.040686360080428696,0.42035397800630436,0.44608879492600423
2,0.2297041416168213,0.6964400495801654,0.50125,0.4960840743939038,0.5249919624789606,0.045900064061499046,0.026218526218526272,0.04276173296868835,0.40639268969600306,0.4503171247357294
3,0.22862958908081055,0.6972619891166687,0.50875,0.5056844713543837,0.5239392048212518,0.03062139654067908,0.03701778701778702,0.044610819093430565,0.41217798152175467,0.4693446088794926
4,0.22784638404846191,0.6981093032019479,0.51,0.5083745634002421,0.5228328636899472,0.02962844330557335,0.03880803880803885,0.04434574031331018,0.4076738564314017,0.47780126849894294
5,0.26928162574768066,0.698785160269056,0.505,0.504302925989673,0.5221236706570594,0.008039718129404183,0.01897089397089402,0.02127742110673625,0.4029126168529079,0.4799154334038055
6,0.24128150939941406,0.6993739775248936,0.505,0.5046904315196998,0.5213041587079449,0.008872517616912212,0.008749133749133775,0.01655772575337333,0.39803439350168124,0.4820295983086681
7,0.35882043838500977,0.6998728087970189,0.5125,0.5124725765824327,0.5203270483070774,0.002562459961563124,0.011694386694386716,0.009950152258665135,0.39999999543000003,0.492600422832981
8,0.2542908191680908,0.700031442301614,0.515,0.515,0.5196462229955053,0.006406149903907754,0.0003176253176253585,0.012290603927045174,0.40404039944903586,0.5010570824524313
9,0.2591876983642578,0.7002953886985779,0.50625,0.5062492285144196,0.5186312889662172,0.003395259449071042,0.011694386694386716,0.005004170141784892,0.3919597944147876,0.4883720930232558
10,0.24800920486450195,0.7003613454954964,0.5075,0.5075000000000001,0.5177361297602612,0.003395259449071042,0.003927003927003847,0.012290603927045174,0.39393938934853584,0.492600422832981
11,0.22083687782287598,0.700345345905849,0.51,0.5099969374808593,0.5171309517055305,0.003395259449071042,0.002685377685377688,0.01134666485637259,0.394936704264573,0.49471458773784355
12,0.24926233291625977,0.7004226616450718,0.51,0.5099877496937424,0.5169292256872868,0.001089045483664286,0.0003176253176253585,0.010402725785700007,0.3959390816929063,0.49682875264270615
13,0.2578084468841553,0.7002463000161308,0.50875,0.5087123857920371,0.5162736161279952,0.010057655349135164,0.003320628320628294,0.006400682739492236,0.39694656027866804,0.4989429175475687
14,0.2648506164550781,0.7002983178411212,0.50875,0.5087308097972577,0.5157251735158954,0.005573350416399725,0.0003176253176253585,0.00734462181016482,0.3959390816929063,0.49682875264270615
15,0.24492383003234863,0.7002676129341125,0.50625,0.5062121943711315,0.5145148174064338,0.008712363869314621,0.0003176253176253585,0.011572951619889915,0.3877550974291961,0.492600422832981
16,0.25304174423217773,0.7002024906022208,0.50625,0.5061566327383771,0.5133675006776733,0.022998078155028856,0.00632363132363134,0.020029611239340217,0.3814432943368052,0.492600422832981
17,0.2554941177368164,0.7000307185309274,0.50375,0.5036189243722171,0.5127434108087322,0.025656630365150535,0.00632363132363134,0.019085672168667633,0.37726097727486996,0.4904862579281184
18,0.2386009693145752,0.7002447502953666,0.5025,0.5024875621890548,0.5122390957631232,0.008712363869314621,0.003927003927003847,0.010402725785700007,0.3857867974294622,0.4883720930232558
19,0.2370309829711914,0.700047424861363,0.5,0.4999499949995,0.5112430735480454,0.006886611146700861,0.005688380688380734,0.0033425787639570492,0.381679384706926,0.48625792811839325
