round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy,participating_clients,mgda/alphas,pcgrad/num_conflicts,cagrad/rho_used,cagrad/adjustment,duals/lambda_eo,duals/lambda_fpr,duals/lambda_sp,dfbd/avg_tilt,dfbd/eta,dfbd/tilt_std,selector/signal_max,selector/signal_mean,distill/loss,distill/steps,weights/mean,weights/std,weights/max,weights/min,privacy/sa_enabled,privacy/dp_enabled
1,1.1877212524414062,0.6952041557856968,0.47875,0.4719171023825467,0.49379377296997434,0.009601619318462484,5.503417798040577e-09,0.3246082101891225,0.0,0.42917547568710357,10,"[0.39591854507567426, 0.42364650792708874, 0.18043494699723697]",0,0.7,0.7973493433388882,0.0,0.0,0.0015230410499498248,0.6840672492980957,2.0,0.47177571058273315,0.6871464157104492,0.262834432625692,0.0,300,0.10000000894069672,0.051869411021471024,0.16432255506515503,0.030438436195254326,False,False
2,1.37196946144104,0.7123020206178937,0.45625,0.362346564642117,0.48216931116868705,0.00028011299864605377,5.503417798040577e-09,0.32000445248104276,0.0,0.3128964059196617,10,"[0.3623167729421015, 0.4124638347853121, 0.22521939227258547]",0,0.7,0.7480289854966061,0.0,0.0,0.00302306329831481,0.6501054167747498,2.0,0.4743046760559082,0.6795688090324402,0.26099521012169313,0.0,300,0.10000000149011612,0.06328297406435013,0.1953366994857788,0.02445625141263008,False,False
3,1.3296008110046387,0.7108847158295768,0.45625,0.43778020113897975,0.4831842451979752,0.02110177486625875,5.503417798040577e-09,0.3309213696036819,0.0,0.386892177589852,10,"[0.4150092978475545, 0.4008216883383979, 0.18416901381404743]",0,0.7,0.7012804716904628,3.0508874260704033e-05,0.0,0.004577670246362686,0.6889327764511108,2.0,0.47559505701065063,0.6950603300571442,0.2592855511355104,0.0,300,0.10000000149011612,0.044512491673231125,0.15357723832130432,0.0251524206250906,False,False
4,1.4697930812835693,0.6986934542655945,0.5325,0.5209918286841363,0.5041574471572391,0.004458450952462001,5.503417798040577e-09,0.31921778136400386,0.0,0.4709480122324159,10,"[0.42165833700308175, 0.41514849773452644, 0.16319316526239155]",0,0.7,0.6694798682722242,0.0,0.0,0.006073758937418461,0.7231276631355286,2.0,0.48089298605918884,0.7444187084054947,0.263272185398894,0.0,300,0.10000000149011612,0.05999189242720604,0.17673629522323608,0.01898968778550625,False,False
5,1.3752703666687012,0.7143487078802926,0.48375,0.43315851145778117,0.5245569907521228,0.0008870224065435917,5.503417798040577e-09,0.3177706033632038,0.0,0.38054968287526425,10,"[0.4611399666177775, 0.46782352623837037, 0.07103650714385155]",0,0.7,0.6670389478259842,0.0,0.0,0.007562612183392048,0.6508812308311462,2.0,0.4740355908870697,0.8055755008950234,0.26955593428004726,0.0,300,0.10000000149011612,0.0668165385723114,0.1975027322769165,0.01801237463951111,False,False
6,1.4626328945159912,0.7045955657958984,0.48625,0.4843153769061746,0.49645403483556183,0.0008870224065435917,5.503417798040577e-09,0.3177706033632038,0.0,0.4587737843551797,10,"[0.42888883298751207, 0.4336118681349216, 0.13749929887756612]",0,0.7,0.6654400398006052,0.0,0.0,0.009051465429365635,0.6525176167488098,2.0,0.4734802842140198,0.8872719924772741,0.27318307005439546,0.0,300,0.10000000894069672,0.0563400536775589,0.16069695353507996,0.02529875375330448,False,False
7,1.324380874633789,0.7085668189185006,0.48375,0.47285708587611186,0.5047563212738999,0.0022798017244821667,5.503417798040577e-09,0.31750837965752426,0.0,0.40380549682875266,10,"[0.482112921226635, 0.4835725857198913, 0.034314493053473685]",0,0.7,0.6636014338352877,0.0,0.0,0.010539007373154163,0.6828414797782898,2.0,0.47415459156036377,0.9875968638472225,0.2843262733523998,0.0,300,0.09999997913837433,0.0731545239686966,0.204839825630188,0.015651872381567955,False,False
8,1.3882408142089844,0.7034411685807365,0.5125,0.5122530781207986,0.5071139941121219,0.0022798017244821667,5.503417798040577e-09,0.31750837965752426,0.0,0.4820295983086681,10,"[0.4642788456916198, 0.4712371633691184, 0.06448399093926173]",0,0.7,0.6607580725375786,0.0,0.0,0.012026549316942692,0.6846413612365723,2.0,0.4696113169193268,1.0326216995190798,0.2916452166819148,0.0,300,0.10000000894069672,0.054726410657167435,0.1623517870903015,0.015116860158741474,False,False
9,1.519625186920166,0.7182341303144183,0.4575,0.4028577521859672,0.5166455484741318,0.0022798017244821667,5.503417798040577e-09,0.31750837965752426,0.0,0.3361522198731501,10,"[0.44476802303458923, 0.4428902283469253, 0.11234174861848467]",0,0.7,0.667749550360428,0.0,0.0,0.01351409126073122,0.6730186343193054,2.0,0.4683111310005188,1.0448951550249355,0.2927632329182074,0.0,300,0.10000000149011612,0.06285194307565689,0.18024583160877228,0.015791337937116623,False,False
10,1.3141694068908691,0.6965156708444867,0.5225,0.45584045584045585,0.49731137041309703,0.0022798017244821667,5.503417798040577e-09,0.31750837965752426,0.0,0.382262996941896,10,"[0.4384636070492206, 0.45459955357607634, 0.10693683937470186]",0,0.7,0.6672510142957156,0.0,0.0,0.015001633204519749,0.7550317645072937,2.0,0.48323461413383484,1.0746707371405448,0.296355767896948,0.0,300,0.10000000894069672,0.07345530390739441,0.21787868440151215,0.019225427880883217,False,False
