round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy,participating_clients,mgda/alphas,pcgrad/num_conflicts,cagrad/rho_used,cagrad/adjustment,duals/lambda_eo,duals/lambda_fpr,duals/lambda_sp,dfbd/avg_tilt,dfbd/eta,dfbd/tilt_std,selector/signal_max,selector/signal_mean,distill/loss,distill/steps,weights/mean,weights/std,weights/max,weights/min,privacy/sa_enabled,privacy/dp_enabled
1,0.7852294445037842,0.6937477290630341,0.516,0.5019428345626975,0.5395806176475322,0.0701844257842244,9.999994000002795e-08,0.05737195260417238,0.0,0.4539249146757679,8,"[0.5000009154167024, 0.49999898428653317, 1.0029676493773452e-07]",0,0.7,0.8316845914825599,0.00027592212427407503,0.0,0.00018685976101551205,0.5960462093353271,2.0,0.27165257930755615,1.00211918592453,0.4840790064632893,0.0,300,0.1250000149011612,0.032616931945085526,0.16881518065929413,0.07436276227235794,False,False
2,1.077991247177124,0.6954470574855804,0.512,0.51171875,0.5082959172178503,0.014241803050822233,9.999994000002795e-08,0.0018654889576671385,0.0,0.5051194539249146,8,"[0.4999999279259651, 0.49999988881786017, 1.8325617631086264e-07]",0,0.7,0.791071056986662,0.00027213114663027227,0.0,9.618720650905743e-05,0.500444233417511,2.0,0.0012562681222334504,0.9930738151073456,0.4859793995134532,0.0,300,0.125,0.04816765338182449,0.17588116228580475,0.034342411905527115,False,False
3,1.0959322452545166,0.6937314718961716,0.51,0.5035481112538551,0.5067992725985291,0.014856557115267788,9.999994000002795e-08,0.002192767620656455,0.0,0.5085324232081911,8,"[0.500000527182798, 0.4999994451316198, 2.7685582467741536e-08]",0,0.7,0.7330746314693926,0.000271413940936327,0.0,7.151043973863125e-06,0.5,2.0,4.5056875563886933e-08,1.0356690677404403,0.4948452492337674,0.0,300,0.1250000149011612,0.04748019576072693,0.17707335948944092,0.0443609282374382,False,False
4,0.9711425304412842,0.6928216814994812,0.522,0.5091172737318178,0.5115949725615152,0.03387978111891221,9.999994000002795e-08,0.021371298117512483,0.0,0.5024154589371981,8,"[0.5000015590740466, 0.499998406763497, 3.416245695329564e-08]",0,0.7,0.6921108852393485,0.0003658128553070128,0.0,1.400753444613656e-05,0.5007124543190002,2.0,0.0020106059964746237,1.0492181690096856,0.5061194060510025,0.0,300,0.1250000149011612,0.05042104795575142,0.17448291182518005,0.03524453192949295,False,False
5,0.8500118255615234,0.6935212165117264,0.508,0.4937104847207586,0.5069602021274884,0.05351775918700219,9.999994000002795e-08,0.040877107277357605,0.0,0.5072463768115942,8,"[0.5000003896112086, 0.4999995919682481, 1.8420543751413588e-08]",0,0.7,0.6689575535170251,0.0005584016325883567,0.0,0.00011839307262562215,0.5284125208854675,2.0,0.05436605587601662,1.0800984699332714,0.5163630184992216,0.0,300,0.1250000149011612,0.047508355230093,0.1700308620929718,0.040578775107860565,False,False
6,0.9092810153961182,0.6938665509223938,0.532,0.5246916589479842,0.5042887719467645,0.027903005226723288,9.999994000002795e-08,0.015807560624146344,0.0,0.5265700483091788,8,"[0.49999897040108077, 0.5000010119469874, 1.7651932017883046e-08]",0,0.7,0.662661411375062,0.0006229166756384075,0.0,9.743087866809219e-05,0.5001543164253235,2.0,0.00043649383587762713,1.1526186074141265,0.5370929145371076,0.0,300,0.1249999925494194,0.054994288831949234,0.17421215772628784,0.0279699694365263,False,False
7,0.8487248420715332,0.6943304985761642,0.522,0.5016659785904029,0.4989941904440046,0.023428961545194804,9.999994000002795e-08,0.011520209960948047,0.0,0.463768115942029,8,"[0.5000006102090324, 0.49999937190838695, 1.788258103414869e-08]",0,0.7,0.6600398760925537,0.0006650614668615162,0.0,5.5031927331583574e-05,0.5001678466796875,2.0,0.0004746367339976132,1.2435335059157253,0.5619148956214032,0.0,300,0.125,0.0555768758058548,0.17384998500347137,0.02772621624171734,False,False
8,0.8596973419189453,0.6966776102781296,0.484,0.48333039619346674,0.49497095222002285,0.023155737463425474,9.999994000002795e-08,0.010898380456758616,0.0,0.4709897610921502,8,"[0.5000009750157013, 0.49999900787306195, 1.7111237419883003e-08]",0,0.7,0.6658751078072462,0.0007058401824906468,0.0,9.523828339297324e-06,0.500001847743988,2.0,5.0597286644915584e-06,1.3494704099170483,0.5844403604209102,0.0,300,0.125,0.055359505116939545,0.17343147099018097,0.028572900220751762,False,False
9,0.8787741661071777,0.6968495398759842,0.52,0.37315865354478783,0.45638005117559016,0.04542349701970699,9.999994000002795e-08,0.033709704290834475,0.0,0.3526570048309179,8,"[0.5000018523970193, 0.4999981265764456, 2.1026535447597277e-08]",0,0.7,0.6574892111780464,0.0008579576388001442,0.0,7.807234942447394e-05,0.5517553687095642,2.0,0.14637860655784607,1.3859586263601884,0.6068592715559611,0.0,300,0.125,0.04885313659906387,0.1699674427509308,0.025651628151535988,False,False
10,0.8402135372161865,0.6957266926765442,0.512,0.3721179183135705,0.4879222388516069,0.018545081980083478,9.999994000002795e-08,0.008443790484339464,0.0,0.36231884057971014,8,"[0.5000008694499694, 0.4999991186827161, 1.1867314919760877e-08]",0,0.7,0.6656946493948831,0.0008756830357015133,0.0,2.0291303371777758e-05,0.5000513792037964,2.0,0.0001452411088394001,1.4365140689228388,0.6273844751274474,0.0,300,0.125,0.05584979057312012,0.17546506226062775,0.025607574731111526,False,False
11,0.8764312267303467,0.7011879086494446,0.54,0.36218830419735565,0.48820386552728556,0.06997950808150388,9.999994000002795e-08,0.06012109364034118,0.0,0.34782608695652173,8,"[0.4999991962614046, 0.5000007861056536, 1.7632942002874775e-08]",0,0.7,0.6559859660666352,0.0011505805887281895,0.0,0.00022089677804615349,0.6790851354598999,2.0,0.5065292119979858,1.493115673257209,0.6508306170081396,0.0,300,0.1250000149011612,0.05743654444813728,0.17849811911582947,0.022629303857684135,False,False
12,0.8388652801513672,0.7004171311855316,0.534,0.4103027450027587,0.48698884758364314,0.017691256784321874,9.999994000002795e-08,0.007036492144466111,0.0,0.38164251207729466,8,"[0.500000715387394, 0.49999926672097017, 1.7891636080195705e-08]",0,0.7,0.6571014240125332,0.001164036919362843,0.0,0.0001560792443342507,0.5000284910202026,2.0,7.956394256325439e-05,1.5226648837864076,0.6641140741996735,0.0,300,0.125,0.05509844049811363,0.17366516590118408,0.026458343490958214,False,False
13,0.8395187854766846,0.6979035437107086,0.516,0.4510380371660859,0.49141440963002303,0.014173497149915337,9.999994000002795e-08,0.0027818693030567943,0.0,0.391304347826087,8,"[0.49999999355939495, 0.49999998915999994, 1.728060554651836e-08]",0,0.7,0.6614594258867892,0.0011599044082686305,0.0,6.998859316809103e-05,0.5000224709510803,2.0,6.011836740071885e-05,1.5510210126524875,0.6732035206013415,0.0,300,0.125,0.052433621138334274,0.17447929084300995,0.03649943694472313,False,False
14,0.9504806995391846,0.6961644440889359,0.524,0.44366526414212243,0.49921949178454755,0.09060792314716909,9.999994000002795e-08,0.07920144044928062,0.0,0.391304347826087,8,"[0.5000003608923181, 0.49999962178046736, 1.7327215062467147e-08]",0,0.7,0.6597317831008299,0.0015379439573734999,0.0,0.0003659958019852638,0.5000002980232239,2.0,8.852271662362909e-07,1.5861069583194594,0.6787273530814195,0.0,300,0.125,0.05147361755371094,0.16973058879375458,0.03836332634091377,False,False
15,0.8803195953369141,0.7008597105741501,0.54,0.38990747814277227,0.4826598432546388,0.010211748681472343,9.999994000002795e-08,0.021633120024176167,0.0,0.34782608695652173,8,"[0.500000138541832, 0.4999998410728549, 2.038531363466786e-08]",0,0.7,0.6608042543970908,0.0015140026807785034,0.0,0.0003741614054888487,0.6769704818725586,2.0,0.5005481839179993,1.615916547712428,0.682810718587322,0.0,300,0.125,0.05024009570479393,0.17119541764259338,0.027702225372195244,False,False
16,0.8911118507385254,0.6967485249042511,0.524,0.4220495386109762,0.482836865736494,0.04323770484369399,9.999994000002795e-08,0.03302241914306703,0.0,0.357487922705314,8,"[0.49999962843980966, 0.5000003503215893, 2.1238601090940413e-08]",0,0.7,0.6628539409735026,0.00165519118309021,0.0,0.00043927348451688886,0.6311600208282471,2.0,0.37097594141960144,1.596880391064354,0.6854575388472822,0.0,300,0.1249999850988388,0.061639316380023956,0.20224709808826447,0.031403277069330215,False,False
17,0.844444990158081,0.6975524127483368,0.528,0.45591028975082537,0.4790228359001593,0.04112021856858783,9.999994000002795e-08,0.03141875364990998,0.0,0.40096618357487923,8,"[0.4999974786849164, 0.5000024973686601, 2.394642428310071e-08]",0,0.7,0.6568819201412472,0.001785792293958366,0.0,0.0004963672254234552,0.5000008344650269,2.0,2.315173787792446e-06,1.614461685797335,0.6914742236666275,0.0,300,0.1250000149011612,0.05185575783252716,0.1697252243757248,0.03851744905114174,False,False
18,0.8378689289093018,0.6963294297456741,0.498,0.427920227920228,0.48058385233106415,0.03510928924780343,9.999994000002795e-08,0.022025855443490894,0.0,0.37681159420289856,8,"[0.49999746419223307, 0.5000025168928381, 1.8914929356954466e-08]",0,0.7,0.6579110939562239,0.0018863386940211058,0.0,0.0005064965225756168,0.5000003576278687,2.0,9.203632203025336e-07,1.620544691545452,0.6910752698480243,0.0,300,0.125,0.05156842619180679,0.17679448425769806,0.03578299656510353,False,False
19,0.869718074798584,0.6977340877056122,0.496,0.4265533123372959,0.47543410740436753,0.049556010718559196,9.999994000002795e-08,0.038291605795233,0.0,0.38164251207729466,8,"[0.5000026126703728, 0.4999973727057917, 1.4623835754212107e-08]",0,0.7,0.6621864856539385,0.0020591188222169876,0.0,0.0005979545530863106,0.5060609579086304,2.0,0.017143020406365395,1.6167374729478527,0.6968777986123402,0.0,300,0.125,0.05038148909807205,0.17252254486083984,0.036577023565769196,False,False
20,0.8601741790771484,0.6978455483913422,0.512,0.4000314737587536,0.47739744765767067,0.024248633790503016,9.999994000002795e-08,0.013385698473516228,0.0,0.3526570048309179,8,"[0.5000010374008844, 0.49999893675628976, 2.5842825961636712e-08]",0,0.7,0.6609682415145783,0.0021053620148450136,0.0,0.0005648830556310713,0.5008387565612793,2.0,0.002372253453359008,1.6384095718292149,0.6965958445746516,0.0,300,0.125,0.050233859568834305,0.1719091236591339,0.03823366016149521,False,False
