round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy
0,1.7971301078796387,0.6930345048507055,0.5256837891927952,0.48401060263129225,0.5154260941222837,0.008195666166058768,0.01680036052275799,0.015181387267954594,0.2884250424988389,0.4105263157894737
1,1.5504026412963867,0.6978277514378229,0.5256837891927952,0.4337490735501558,0.5155712008025654,0.001973825359364939,0.0032356917530418916,0.002694842596264596,0.18439715889118038,0.35789473684210527
2,1.5768382549285889,0.7009767045577368,0.5323549032688459,0.41733792824289073,0.515592698088533,0.0072087534863763125,0.009797205948625501,0.007427341227125947,0.1417322799616978,0.34385964912280703
3,1.4893264770507812,0.7002016653617223,0.5343562374916611,0.414151492754597,0.5163173357696924,0.012314953872559542,0.000540784136998651,0.007266821520971439,0.1286863237631264,0.3456140350877193
4,1.5278148651123047,0.7000133693218231,0.5350233488992662,0.4053486594486856,0.5165170813851417,0.004762926410641494,0.003983776475890044,0.0015636507846580883,0.11602209642455978,0.3385964912280702
5,1.5876142978668213,0.6994006683429083,0.5356904603068713,0.40381810950550173,0.5156195696959925,0.00030036472859901187,0.013835060838215417,0.004377466810190175,0.11634348731025707,0.3385964912280702
6,1.6904346942901611,0.6992284506559372,0.533689126084056,0.3928315013411817,0.5160118951649022,0.003990559965672602,0.010085624155024786,0.0030630936868543818,0.09142856877436743,0.33157894736842103
7,1.5689737796783447,0.6989451150099436,0.5316877918612408,0.3876548468639582,0.5156303183389763,0.005706929843381246,0.008508337088778732,0.0033425868222763597,0.0806916400986638,0.3280701754385965
8,1.472048044204712,0.698330337802569,0.5310206804536357,0.38626291993614514,0.5156768957919062,0.009096760351855825,0.008508337088778732,0.0022661605574754995,0.0751445061527282,0.3280701754385965
9,1.4991776943206787,0.6984418829282125,0.5350233488992662,0.38626093116778676,0.5148295444366816,0.00995494529071015,0.004109959441189727,0.00566728986081997,0.0712166150245226,0.3263157894736842
10,1.4707436561584473,0.6982718010743459,0.533689126084056,0.38126799195731825,0.5147220580068433,0.005749839090323963,2.703920684993255e-05,0.0008025985307725664,0.0656716396842059,0.32280701754385965
11,1.6469995975494385,0.6979464292526245,0.533689126084056,0.379079785030729,0.5143225667759446,0.006608024029178289,0.0031275349256421822,0.0022774913602628746,0.06024096187128038,0.32105263157894737
12,1.4053678512573242,0.6971290210882822,0.533689126084056,0.38126799195731825,0.5137976747102345,0.011671315168418794,2.703920684993255e-05,0.0036334107604857196,0.05988023745473134,0.32456140350877194
13,1.417424201965332,0.6970541526873907,0.5350233488992662,0.37975519159679927,0.5146109886960104,0.006608024029178289,0.008301036502929245,0.0012312805695616838,0.06024096187128038,0.32456140350877194
14,1.3941550254821777,0.697126696507136,0.5376917945296864,0.3788662891337611,0.5145357481951237,0.0015447328899377832,0.02071203244704822,0.00677393159972051,0.060790271699263744,0.3263157894736842
15,1.3781473636627197,0.6969036261240641,0.5383589059372915,0.38032392804572646,0.5137331828523315,0.004076378459558036,0.02071203244704822,0.005019545634808227,0.060790271699263744,0.3280701754385965
16,1.404759407043457,0.6970125188430151,0.5390260173448966,0.37611075473800554,0.5134044535210762,0.00012872774082815092,0.012825597115817936,0.0038241459407399037,0.05572755259266364,0.32280701754385965
17,1.345001220703125,0.6969434668620428,0.5363575717144763,0.3689919607127001,0.5145070851471668,0.004977472645355075,0.011248310049571879,0.003027212811361018,0.037617553465079986,0.3192982456140351
18,1.4014379978179932,0.6965307792027792,0.5370246831220814,0.3716592979150057,0.5150893033087905,0.0018021883715940781,0.012825597115817936,0.0062564916057635984,0.04901960722378413,0.3192982456140351
19,1.4132592678070068,0.6967732608318329,0.5376917945296864,0.36843919565911265,0.5145715770050697,0.00836730315382965,0.006516448850833707,0.0012784922478424263,0.031746030554799735,0.3192982456140351
