round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy
0,0.20694851875305176,0.6941243665558952,0.52,0.5170995793484617,0.5262275343407026,0.013677130044843056,0.014177639177639145,0.0363804462374977,0.42523364043781114,0.4799154334038055
1,0.1953730583190918,0.6932171498026166,0.52375,0.5201805934459314,0.5237563906172186,0.07549647661755288,0.024370524370524393,0.03920579811341496,0.34857142375151023,0.5179704016913319
2,0.21586012840270996,0.6930699263300214,0.535,0.5107805811453257,0.5209889618044392,0.03731582319026261,0.01123238623238626,0.026553135364741964,0.3124999949821567,0.46788990825688076
3,0.2882673740386963,0.6940437981060573,0.5325,0.4800898026704478,0.518391739319553,0.036835361947469586,0.03892353892353892,0.006200257320376795,0.24291497482666505,0.42813455657492355
4,0.22312521934509277,0.6962864995002747,0.54,0.4611650840831387,0.5163996948893974,0.038340807174887886,0.05278355278355279,0.0023469170044804755,0.19354838250037176,0.40978593272171254
5,0.23078680038452148,0.6991876704352242,0.53875,0.4303346783764538,0.5153532411697588,0.0210762331838565,0.052812427812427815,0.010189369694383568,0.1443298928749071,0.37920489296636084
6,0.22063803672790527,0.7026849729674203,0.5375,0.4063663201129509,0.5133611967396032,0.0048046124279308156,0.026391776391776395,0.010001874947469139,0.11235954719101134,0.3516819571865443
7,0.32301807403564453,0.7054400869778225,0.53375,0.3874186800350633,0.512005850054529,0.00067264573991032,0.008373758373758367,0.009323014656916942,0.08284023383354935,0.3333333333333333
8,0.23816561698913574,0.7083715030125209,0.53625,0.37854775320305456,0.5107387585024364,0.011467008327994875,2.887502887503196e-05,0.009814380200554723,0.059574467110909926,0.3241590214067278
9,0.23610329627990723,0.7101944003786359,0.5375,0.3749155291255575,0.5088917046478936,0.008808456117873155,0.00903788403788404,0.00441582455663958,0.05128205038169333,0.3211009174311927
10,0.21200942993164062,0.7114179985863822,0.53875,0.3733535139541351,0.5078011233617641,0.0016655989750160131,0.002425502425502428,0.0032455987224495886,0.051282049434582574,0.3241590214067278
11,0.2912907600402832,0.7125420655523028,0.5425,0.3751653848451998,0.5068870523415978,0.0016655989750160131,0.001183876183876182,0.0020753728882595933,0.05172413718081153,0.327217125382263
12,0.2742795944213867,0.7129008684839521,0.54375,0.3757682646571536,0.5064962081812509,0.0016655989750160131,0.0018191268191268192,3.8792016602985646e-05,0.05172413718081153,0.327217125382263
13,0.2526395320892334,0.7139381170272827,0.54625,0.37697243789569435,0.5057586474270477,0.0016655989750160131,0.007825132825132825,0.0042671218263281435,0.05172413718081153,0.327217125382263
14,0.22220277786254883,0.714231720992497,0.545,0.37413492206776194,0.5047311055216194,0.006149903907751442,0.007825132825132825,0.001209017850792974,0.043290042617642105,0.3241590214067278
15,0.23823094367980957,0.715475218636649,0.545,0.3672646363509943,0.5029218752954971,0.0036515054452274185,0.004215754215754217,0.003549469519172956,0.027210883443009887,0.3241590214067278
16,0.24832963943481445,0.7159867627280099,0.54625,0.3654830653460674,0.5019195491423492,0.0008327994875080066,0.010221760221760223,0.004719695353362944,0.026315789042397664,0.3211009174311927
17,0.24101710319519043,0.71709691626685,0.55,0.36717205009887943,0.5010811253790243,0.0008327994875080066,0.019230769230769232,0.011062190067950683,0.026315789042397664,0.3211009174311927
18,0.23975419998168945,0.7163546000208173,0.55,0.36717205009887943,0.5005831142714854,0.0008327994875080066,0.019230769230769232,0.011062190067950683,0.026315789042397664,0.3211009174311927
19,0.24460935592651367,0.7168991650853839,0.55,0.36717205009887943,0.4994231896665848,0.0008327994875080066,0.019230769230769232,0.011062190067950683,0.026315789042397664,0.3211009174311927
