round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy
0,0.24689650535583496,0.6953694000840187,0.5065065065065065,0.4729710207737424,0.49109178043574564,0.03499061913696061,0.04042237254578451,0.038971517366210184,0.3076923026896779,0.40691489361702127
1,0.24304676055908203,0.7018090933561325,0.5215215215215215,0.43806132439607615,0.4886915549111997,0.008911819887429645,0.015467744596601218,0.0003415183907653496,0.20805368696747903,0.35638297872340424
2,0.28487586975097656,0.7095139846205711,0.5345345345345346,0.431082942959493,0.4881841246828561,0.01913696060037523,0.008043227190232635,0.007031009869881491,0.18729096761870676,0.3537234042553192
3,0.2678518295288086,0.7131920084357262,0.5395395395395396,0.422978402812657,0.4890056783858886,0.027579737335834895,0.0034235274707144076,0.004230559065605682,0.1512027472268868,0.34308510638297873
4,0.284374475479126,0.7132043913006783,0.5425425425425425,0.4260937446967383,0.489545326406508,0.023733583489681048,0.02483088599241049,0.011154844438373002,0.15916954835646124,0.3537234042553192
5,0.30051589012145996,0.7135480046272278,0.5455455455455456,0.4184651601719168,0.49005678385888607,0.0016885553470919329,0.03394654347467414,0.0009263686349509914,0.13765181902866797,0.35904255319148937
6,0.28546690940856934,0.7134569063782692,0.5415415415415415,0.40467627771416675,0.49010108332326524,0.002908067542213885,0.024377165484243523,0.0029882859191967467,0.11666666416562503,0.34574468085106386
7,0.29732561111450195,0.7127305939793587,0.5435435435435435,0.4027814194468625,0.48991583101767944,0.006848030018761726,0.0148077874938129,0.0066425327003859155,0.1025641003838849,0.34574468085106386
8,0.2705249786376953,0.7120809853076935,0.5435435435435435,0.40125546769851944,0.4901373283395755,0.011726078799249536,0.012415442996205246,0.009852805573580141,0.09482758414201847,0.34574468085106386
9,0.31598544120788574,0.7115748450160027,0.5425425425425425,0.39762185298607605,0.48981515041681767,0.012757973733583491,0.02103613265137766,0.006138793074007033,0.08658008457487683,0.34574468085106386
10,0.2891838550567627,0.7105942815542221,0.5435435435435435,0.3981609681340168,0.49061254077564337,0.012757973733583491,0.018643788153770005,0.007743929510604146,0.08695651979395089,0.34574468085106386
11,0.29785704612731934,0.7105817198753357,0.5415415415415415,0.39235513482501433,0.4915126253473481,0.009943714821763608,0.01625144365616235,0.005635053447628151,0.07894736660010776,0.3404255319148936
12,0.4351809024810791,0.7102175801992416,0.5415415415415415,0.38749397590361445,0.491639482904434,0.015853658536585366,0.009074410163339382,0.011001161162528604,0.06278026756862196,0.3377659574468085
13,0.3097422122955322,0.709632508456707,0.5415415415415415,0.3858430694557794,0.49149047561515846,0.020731707317073172,0.006682065665731728,0.014211434035722826,0.05429864118588894,0.3377659574468085
14,0.2986786365509033,0.7084962502121925,0.5415415415415415,0.3858430694557794,0.4922073214932947,0.020731707317073172,0.006682065665731728,0.014211434035722826,0.05429864118588894,0.3377659574468085
15,0.30492138862609863,0.7083903700113297,0.5425425425425425,0.3863545636000726,0.49248519995167334,0.020731707317073172,0.0042897211681240735,0.015816570472319935,0.05454545326983473,0.3377659574468085
16,0.32299232482910156,0.7085126638412476,0.5395395395395396,0.37979788164415507,0.4928758406830172,0.017917448405253285,0.0042897211681240735,0.012102557972746834,0.04566209925564523,0.3324468085106383
17,0.2896711826324463,0.7076915353536606,0.5405405405405406,0.38199106426853024,0.492900004027224,0.02176360225140713,0.0042897211681240735,0.014762132440831938,0.04566209925564523,0.3351063829787234
18,0.28824543952941895,0.7080026939511299,0.5325325325325325,0.36422755364163506,0.49372961217832545,0.025891181988742965,0.0042897211681240735,0.010544380314879958,0.009302324693564174,0.324468085106383
19,0.30278873443603516,0.707242839038372,0.5325325325325325,0.36422755364163506,0.493862510571463,0.025891181988742965,0.0042897211681240735,0.010544380314879958,0.009302324693564174,0.324468085106383
