round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy,participating_clients,mgda/alphas,pcgrad/num_conflicts,cagrad/rho_used,cagrad/adjustment,duals/lambda_eo,duals/lambda_fpr,duals/lambda_sp,dfbd/avg_tilt,dfbd/eta,dfbd/tilt_std,selector/signal_max,selector/signal_mean,distill/loss,distill/steps,weights/mean,weights/std,weights/max,weights/min,privacy/sa_enabled,privacy/dp_enabled
1,1.6721653938293457,0.7092619453157697,0.45375,0.31601055722835586,0.49803632329116,0.02315528141431833,1.5368851650681974e-08,0.12013985389815601,0.0,0.29809725158562367,10,"[0.49999999922229116, 0.49999999527334, 5.504368636075501e-09]",0,0.7,0.855627632017495,4.07764055125881e-05,0.0,0.0005006992723792791,0.9481423497200012,2.0,0.4149695336818695,1.1015625500679014,0.40694814092293374,0.0,300,0.10000000149011612,0.04516680911183357,0.1717899590730667,0.042222365736961365,False,False
2,1.6616861820220947,0.7532257437705994,0.45375,0.3121238177128117,0.4818698741103568,0.022855675208291126,1.5368851650681974e-08,0.117297670647032,0.0,0.2959830866807611,10,"[0.5000003688644465, 0.49999948999190524, 1.4114364929555752e-07]",0,0.7,0.8059795091904036,8.005478593986481e-05,0.0,0.0009871876100078225,1.0077406167984009,2.0,0.44754019379615784,1.1271557557582852,0.4122596182459965,0.0,300,0.10000000149011612,0.048719581216573715,0.16741007566452026,0.02464539185166359,False,False
3,1.4775729179382324,0.8952809827668327,0.45375,0.3121238177128117,0.49354791938524,0.026194144667998298,1.5368851650681974e-08,0.11044372219969079,0.0,0.2959830866807611,10,"[0.5000003683226767, 0.4999995567093393, 7.496798453462911e-08]",0,0.7,0.7461168026658311,0.00013602551189251244,0.0,0.001439406187273562,1.0339171886444092,2.0,0.5314190983772278,1.188092494368553,0.42229218780873345,0.0,300,0.10000000149011612,0.06298810988664627,0.18340705335140228,0.022198425605893135,False,False
4,1.535970687866211,0.9634808387075152,0.45375,0.3121238177128117,0.5047374094596895,0.030559835431082538,1.5368851650681974e-08,0.11012406950954795,0.0,0.2959830866807611,10,"[0.49999978673813655, 0.5000001554517193, 5.7810145178093994e-08]",0,0.7,0.6952225818758223,0.00021382467821240425,0.0,0.0018900264985859394,1.02894926071167,2.0,0.4383857548236847,1.2569044436573982,0.4419561648287159,0.0,300,0.10000000894069672,0.0535605289041996,0.1596270203590393,0.020948447287082672,False,False
5,1.9319829940795898,1.0920908876827784,0.45375,0.3121238177128117,0.499215159710271,0.018019174718447717,1.5368851650681974e-08,0.10994070283875301,0.0,0.2959830866807611,10,"[0.49999918866838816, 0.5000007714711637, 3.986044872827363e-08]",0,0.7,0.6740197857901877,0.00022892055858392268,0.0,0.0023397300392389297,0.9643433690071106,2.0,0.5059372782707214,1.395318026086092,0.471454232308438,0.0,300,0.09999999403953552,0.06067320331931114,0.1733960062265396,0.02667837403714657,False,False
6,1.5647969245910645,1.2769334656851632,0.45375,0.3121238177128117,0.5045608991937263,0.017077555085943885,1.5368851650681974e-08,0.11705978956849789,0.0,0.2959830866807611,10,"[0.500000864143793, 0.49999909247986857, 4.3376338869015126e-08]",0,0.7,0.6755772998866703,0.00023930834140628576,0.0,0.0028250289615243673,1.1820838451385498,2.0,0.5462184548377991,1.635777443951726,0.518659842251934,0.0,300,0.09999999403953552,0.06167728081345558,0.16104260087013245,0.016612594947218895,False,False
7,1.5709283351898193,1.431543162890843,0.45375,0.3121238177128117,0.5094527551361335,0.006719739665358326,1.5368851650681974e-08,0.12795276041592585,0.0,0.2959830866807611,10,"[0.5000006630255781, 0.49999930157837735, 3.539604498047303e-08]",0,0.7,0.6781618225989187,0.0001979070366360247,0.0,0.0033647927921265364,0.9265835881233215,2.0,0.5100711584091187,1.8480740367529038,0.5532415409789229,0.0,300,0.10000000149011612,0.06164371594786644,0.18656787276268005,0.025008173659443855,False,False
8,1.586221694946289,1.6017758675983973,0.45375,0.3121238177128117,0.5053173717621399,0.005264509470658707,1.5368851650681974e-08,0.12056853540377721,0.0,0.2959830866807611,10,"[0.5000002936096836, 0.4999996484911095, 5.789920773023527e-08]",0,0.7,0.6800392182651586,0.00014922958507668227,0.0,0.003867635503411293,0.9186583757400513,2.0,0.4799094498157501,1.952249242826454,0.5866572753055153,0.0,300,0.10000000149011612,0.06114157661795616,0.1671338528394699,0.026735452935099602,False,False
9,1.9929802417755127,1.6432395492281233,0.45375,0.3121238177128117,0.504932831539863,0.028847799865792334,1.5368851650681974e-08,0.10672435248974688,0.0,0.2959830866807611,10,"[0.5000007067758075, 0.49999924072729324, 5.249689980362157e-08]",0,0.7,0.6792942555697398,0.00021846858726348728,0.0,0.004301257431507111,1.0441659688949585,2.0,0.5814088582992554,2.0735796078123023,0.6227349766785024,0.0,300,0.10000000149011612,0.06439215689897537,0.18415993452072144,0.021159440279006958,False,False
10,1.5565600395202637,1.2508835281644548,0.45375,0.3121238177128117,0.5229747022965248,0.008474576245070642,1.5368851650681974e-08,0.13148876345507476,0.0,0.2959830866807611,10,"[0.5000000940624345, 0.4999998529234318, 5.301413464066046e-08]",0,0.7,0.6809364049343093,0.00018584146164357662,0.0,0.00485870148986578,0.7697378396987915,2.0,0.45414575934410095,2.116021152741674,0.6542155193350375,0.0,300,0.09999999403953552,0.05512166768312454,0.1767425388097763,0.029026813805103302,False,False
11,1.508246898651123,0.9758808442524501,0.45375,0.3121238177128117,0.5136574818288985,0.017077555085943885,1.5368851650681974e-08,0.11705978956849789,0.0,0.2959830866807611,10,"[0.4999999912223479, 0.4999999539883723, 5.4789280420705805e-08]",0,0.7,0.6766245802302359,0.00019622922991402447,0.0,0.005344000644981861,0.8912173509597778,2.0,0.47810161113739014,2.2841390472712786,0.6858415417916323,0.0,300,0.10000000149011612,0.05555988475680351,0.18470264971256256,0.02524125576019287,False,False
12,1.8426377773284912,1.1169590864862715,0.45375,0.3121238177128117,0.4981939217429128,0.017505563977266436,1.5368851650681974e-08,0.11790971882344814,0.0,0.2959830866807611,10,"[0.5000012976051966, 0.4999986708993475, 3.1495455565458153e-08]",0,0.7,0.674372115570058,0.00020875704649370164,0.0,0.005833549425005913,0.8904008865356445,2.0,0.43623682856559753,2.359880343502403,0.7032524007653235,0.0,300,0.10000000149011612,0.054274141788482666,0.16822898387908936,0.02487163618206978,False,False
13,1.5470020771026611,1.0502652270453317,0.45375,0.3121238177128117,0.49547062049662416,0.020073617325201742,1.5368851650681974e-08,0.12300929435314961,0.0,0.2959830866807611,10,"[0.5000009717627514, 0.4999989848663337, 4.337091551794555e-08]",0,0.7,0.673766686501148,0.00023412513837683946,0.0,0.006348595954477787,1.0191129446029663,2.0,0.4941505789756775,2.393365517579592,0.7208363608008005,0.0,300,0.09999998658895493,0.058867961168289185,0.16729992628097534,0.020336713641881943,False,False
