round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy
0,0.2208728790283203,0.6989940404891968,0.53875,0.38602201751667536,0.49242581840876,0.025240230621396544,0.015592515592515593,0.002418035701585948,0.04938271369608303,0.3425076452599388
1,0.22562289237976074,0.7029933077948434,0.54125,0.43342229529582266,0.49419092106839146,0.0023062139654067976,0.03719103719103718,0.010189369694383568,0.1649484495738124,0.3730886850152905
2,0.21785688400268555,0.7076764021600995,0.5325,0.43941063171227074,0.49440525496277526,0.003299167200512515,0.056999306999306984,0.022609280343438676,0.18095237649070303,0.382262996941896
3,0.2241959571838379,0.7108800070626395,0.52625,0.4380096049941521,0.4944619904054063,0.012267777065983365,0.04016516516516516,0.015775420085213127,0.17757008891693607,0.37920489296636084
4,0.220170259475708,0.7123134221349444,0.5325,0.4447702254321959,0.4943233037678638,0.0020179372197309253,0.0563929313929314,0.024005792941146048,0.19534883264813424,0.3853211009174312
5,0.24065685272216797,0.7122512374605451,0.53625,0.4445847953216374,0.4955903953199563,0.000640614990390781,0.041377916377916366,0.014378907487505727,0.19138755536732227,0.382262996941896
6,0.24369144439697266,0.7115295869963509,0.53375,0.4374470957075177,0.4962649166934584,0.005957719410634221,0.047990297990297984,0.017210724699523505,0.1747572771816383,0.37920489296636084
7,0.34598278999328613,0.7104112591062274,0.5375,0.4398649620394971,0.4968763986862593,0.005957719410634221,0.03898128898128898,0.010868229984935779,0.17733989717974238,0.37920489296636084
8,0.26310038566589355,0.7101006082126072,0.5375,0.43844099077221954,0.4963468678883699,0.0014734144778987823,0.035978285978285965,0.011812169055608363,0.17821781751004812,0.3761467889908257
9,0.24474573135375977,0.709204980305263,0.54125,0.4408460441190754,0.49671880023450654,0.013100576553491353,0.03958766458766458,0.005469674341020608,0.1708542671680009,0.382262996941896
10,0.2567601203918457,0.708132437297276,0.54125,0.43792583913881666,0.4970339971380121,0.0041319666880205025,0.03358165858165858,0.007357552482365803,0.17258882835733988,0.3761467889908257
11,0.253629207611084,0.7068907022476196,0.53875,0.4377988835965636,0.49748788067906025,0.020243433696348498,0.029972279972279955,0.00029740546062287376,0.16161615745740243,0.37920489296636084
12,0.2604544162750244,0.706561097076961,0.53875,0.4348627646927066,0.49722941921818564,0.011274823830877648,0.02396627396627396,0.002185283601968041,0.1632653020241567,0.3730886850152905
13,0.25882768630981445,0.7060620784759521,0.53625,0.42878148389791204,0.4970529089522225,0.009449071108263943,0.03358165858165858,0.00924543062371097,0.15384614978040773,0.37003058103975534
14,0.22216200828552246,0.7057448029518127,0.53625,0.4256954831568947,0.49765178306888314,0.02373478539397822,0.04019404019404019,0.005961039884658403,0.13541666270290809,0.3730886850152905
15,0.24636244773864746,0.7048793945993695,0.535,0.4280047051225869,0.49716637983748446,0.03270339525944907,0.011347886347886346,0.009329479993017448,0.13541666270290809,0.37003058103975534
16,0.22890281677246094,0.704249918460846,0.53375,0.42722779404002115,0.4976391751927429,0.009449071108263943,0.0017325017325017233,0.00204304620775711,0.15463917122435977,0.36085626911314983
17,0.2550394535064697,0.7035313418933323,0.53125,0.4271737324786765,0.49805523510537036,0.013933376040999368,0.0018768768768768762,0.003930924349102291,0.15306122039254488,0.36085626911314983
18,0.27266621589660645,0.7037804297038487,0.54125,0.42395115356920726,0.4991710321437802,0.010281870595771944,0.04440979440979441,0.01068073523802135,0.13903742937687674,0.37003058103975534
19,0.2507667541503906,0.7035519736153739,0.54375,0.42380740959992114,0.49977621019851104,0.01742472773862909,0.048019173019173016,0.007396344498968782,0.13043477895557667,0.3730886850152905
